Date,Yen,10USB,10JPB
2006/1/4,116.31,4.35,1.45
2006/1/5,115.96,4.35,1.445
2006/1/6,114.45,4.37,1.45
2006/1/10,114.64,4.42,1.435
2006/1/11,113.96,4.45,1.46
2006/1/12,114.31,4.41,1.454
2006/1/13,114.43,4.35,1.459
2006/1/17,115.83,4.33,1.435
2006/1/18,115.35,4.34,1.444
2006/1/19,115.07,4.37,1.49
2006/1/20,115.42,4.36,1.48
2006/1/23,114.67,4.35,1.445
2006/1/24,114.54,4.39,1.445
2006/1/25,115.73,4.47,1.47
2006/1/26,116.27,4.52,1.514
2006/1/27,117.16,4.5,1.55
2006/1/30,117.55,4.53,1.565
2006/1/31,116.88,4.52,1.57
2006/2/1,117.85,4.56,1.56
2006/2/2,118.26,4.56,1.565
2006/2/3,118.95,4.53,1.59
2006/2/6,118.94,4.54,1.565
2006/2/7,118.01,4.56,1.578
2006/2/8,118.69,4.59,1.574
2006/2/9,118.66,4.54,1.565
2006/2/10,117.64,4.58,1.605
2006/2/13,117.63,4.58,1.559
2006/2/14,117.43,4.61,1.605
2006/2/15,117.93,4.6,1.575
2006/2/16,117.91,4.59,1.565
2006/2/17,118.43,4.54,1.52
2006/2/21,118.85,4.56,1.535
2006/2/22,118.51,4.53,1.525
2006/2/23,117,4.56,1.555
2006/2/24,116.87,4.56,1.595
2006/2/27,115.97,4.59,1.61
2006/2/28,115.82,4.54,1.595
2006/3/1,116.18,4.58,1.61
2006/3/2,116.07,4.63,1.645
2006/3/3,116.46,4.68,1.63
2006/3/6,117.46,4.73,1.645
2006/3/7,117.76,4.73,1.655
2006/3/8,117.9,4.73,1.61
2006/3/9,117.96,4.73,1.61
2006/3/10,119.07,4.75,1.66
2006/3/13,119.01,4.77,1.7
2006/3/14,117.36,4.69,1.685
2006/3/15,117.3,4.73,1.73
2006/3/16,117.13,4.64,1.735
2006/3/17,115.89,4.67,1.724
2006/3/20,116.25,4.65,1.74
2006/3/22,116.72,4.7,1.735
2006/3/23,117.6,4.73,1.724
2006/3/24,117.5,4.67,1.735
2006/3/27,116.62,4.7,1.7
2006/3/28,117.23,4.77,1.708
2006/3/29,117.8,4.81,1.78
2006/3/30,117.41,4.85,1.79
2006/3/31,117.48,4.85,1.78
2006/4/3,117.82,4.87,1.855
2006/4/4,117.44,4.87,1.855
2006/4/5,117.59,4.83,1.844
2006/4/6,117.72,4.89,1.879
2006/4/7,118.31,4.96,1.884
2006/4/10,118.66,4.96,1.884
2006/4/11,118.61,4.93,1.894
2006/4/12,118.47,4.97,1.889
2006/4/13,118.42,5.03,1.94
2006/4/17,117.68,5,1.97
2006/4/18,117.75,4.97,1.964
2006/4/19,117.58,5.02,1.889
2006/4/20,117.49,5.03,1.91
2006/4/21,116.91,5.01,1.915
2006/4/24,114.93,4.98,1.895
2006/4/25,114.83,5.07,1.925
2006/4/26,114.72,5.1,1.95
2006/4/27,114.02,5.08,1.985
2006/4/28,113.79,5.06,1.93
2006/5/1,113.06,5.13,1.889
2006/5/2,113.26,5.11,1.93
2006/5/8,111.55,5.11,1.98
2006/5/9,111.31,5.12,1.969
2006/5/10,110.55,5.12,2
2006/5/11,110.26,5.15,1.973
2006/5/12,110.49,5.18,1.994
2006/5/15,110.21,5.15,2.009
2006/5/16,110.07,5.1,1.969
2006/5/17,110.6,5.15,1.925
2006/5/18,110.89,5.07,1.95
2006/5/19,111.76,5.05,1.915
2006/5/22,111.62,5.03,1.829
2006/5/23,111.35,5.06,1.805
2006/5/24,112.8,5.03,1.835
2006/5/25,111.92,5.07,1.864
2006/5/26,112.58,5.05,1.861
2006/5/30,112.18,5.08,1.847
2006/5/31,112.26,5.11,1.84
2006/6/1,112.43,5.1,1.935
2006/6/2,111.66,4.99,1.915
2006/6/5,111.7,5.02,1.869
2006/6/6,113.26,5,1.935
2006/6/7,113.35,5.02,1.885
2006/6/8,114.22,4.99,1.865
2006/6/9,113.89,4.98,1.846
2006/6/12,114.17,4.98,1.837
2006/6/13,115.06,4.96,1.784
2006/6/14,114.85,5.05,1.78
2006/6/15,115.06,5.09,1.78
2006/6/16,115.12,5.12,1.815
2006/6/19,115.26,5.14,1.825
2006/6/20,115.02,5.15,1.868
2006/6/21,114.76,5.15,1.855
2006/6/22,115.94,5.19,1.865
2006/6/23,116.26,5.22,1.88
2006/6/26,116.38,5.23,1.91
2006/6/27,116.26,5.21,1.91
2006/6/28,116.42,5.24,1.915
2006/6/29,116.17,5.2,1.925
2006/6/30,114.51,5.13,1.93
2006/7/3,114.92,5.15,1.974
2006/7/5,115.65,5.22,1.985
2006/7/6,115.18,5.18,1.985
2006/7/7,113.98,5.13,1.96
2006/7/10,113.97,5.13,1.978
2006/7/11,114.15,5.1,1.969
2006/7/12,115.41,5.1,1.94
2006/7/13,115.45,5.07,1.916
2006/7/14,116.33,5.05,1.848
2006/7/17,117.08,5.069,1.845
2006/7/18,117.44,5.13,1.83
2006/7/19,117.08,5.059,1.85
2006/7/20,116.83,5.028,1.814
2006/7/21,116.34,5.045,1.82
2006/7/24,116.65,5.04,1.86
2006/7/25,117.3,5.065,1.88
2006/7/26,116.85,5.036,1.865
2006/7/27,115.55,5.04,1.88
2006/7/28,114.74,4.99,1.931
2006/7/31,114.44,4.988,1.929
2006/8/1,114.96,4.983,1.925
2006/8/2,114.54,4.961,1.889
2006/8/3,115.27,4.951,1.869
2006/8/4,114.21,4.901,1.875
2006/8/7,114.85,4.921,1.836
2006/8/8,115.01,4.923,1.835
2006/8/9,115.14,4.937,1.84
2006/8/10,115.59,4.927,1.9
2006/8/11,116.18,4.967,1.843
2006/8/14,116.53,5.001,1.884
2006/8/15,115.96,4.931,1.857
2006/8/16,115.71,4.871,1.84
2006/8/17,115.44,4.867,1.83
2006/8/18,115.79,4.835,1.859
2006/8/21,115.86,4.819,1.823
2006/8/22,116.61,4.811,1.805
2006/8/23,116.43,4.813,1.805
2006/8/24,116.38,4.803,1.804
2006/8/25,117.31,4.791,1.711
2006/8/28,117.15,4.797,1.685
2006/8/29,116.92,4.783,1.709
2006/8/30,117.07,4.763,1.664
2006/8/31,117.35,4.732,1.63
2006/9/1,117.21,4.726,1.65
2006/9/5,116.04,4.781,1.69
2006/9/6,116.73,4.801,1.711
2006/9/7,116.3,4.795,1.706
2006/9/8,116.89,4.771,1.729
2006/9/11,117.57,4.799,1.67
2006/9/12,117.82,4.773,1.697
2006/9/13,117.47,4.765,1.675
2006/9/14,117.47,4.793,1.679
2006/9/15,117.72,4.798,1.665
2006/9/18,118.02,4.81,1.664
2006/9/19,117.6,4.737,1.704
2006/9/20,117.29,4.729,1.681
2006/9/21,116.76,4.648,1.7
2006/9/22,116.45,4.597,1.63
2006/9/25,116.43,4.555,1.634
2006/9/26,117.16,4.585,1.617
2006/9/27,117.53,4.594,1.655
2006/9/28,117.84,4.626,1.656
2006/9/29,117.99,4.633,1.675
2006/10/2,117.66,4.618,1.735
2006/10/3,117.84,4.616,1.696
2006/10/4,118.02,4.565,1.721
2006/10/5,117.69,4.608,1.725
2006/10/6,118.89,4.696,1.706
2006/10/10,119.68,4.748,1.724
2006/10/11,119.49,4.784,1.745
2006/10/12,119.53,4.778,1.751
2006/10/13,119.81,4.806,1.77
2006/10/16,119.25,4.788,1.8
2006/10/17,118.63,4.778,1.801
2006/10/18,119.09,4.764,1.805
2006/10/19,118.35,4.786,1.806
2006/10/20,118.73,4.784,1.805
2006/10/23,119.32,4.826,1.84
2006/10/24,119.25,4.824,1.825
2006/10/25,119.13,4.773,1.8
2006/10/26,118.62,4.721,1.75
2006/10/27,117.61,4.675,1.741
2006/10/30,117.38,4.673,1.731
2006/10/31,116.82,4.606,1.72
2006/11/1,117.01,4.561,1.72
2006/11/2,117.12,4.596,1.715
2006/11/3,118.06,4.715,1.716
2006/11/6,118.4,4.709,1.765
2006/11/7,117.44,4.659,1.766
2006/11/8,117.74,4.633,1.729
2006/11/9,117.92,4.633,1.709
2006/11/10,117.47,4.586,1.688
2006/11/13,118.14,4.605,1.664
2006/11/14,117.72,4.568,1.73
2006/11/15,118.06,4.615,1.705
2006/11/16,118.12,4.655,1.705
2006/11/17,117.73,4.607,1.718
2006/11/20,118.16,4.595,1.684
2006/11/21,118,4.578,1.684
2006/11/22,116.61,4.568,1.67
2006/11/24,115.93,4.548,1.664
2006/11/27,116.12,4.538,1.67
2006/11/28,116.14,4.509,1.655
2006/11/29,116.29,4.521,1.69
2006/11/30,115.55,4.458,1.655
2006/12/1,115.33,4.425,1.608
2006/12/4,115.37,4.433,1.624
2006/12/5,114.98,4.442,1.615
2006/12/6,115.07,4.481,1.652
2006/12/7,115.13,4.483,1.68
2006/12/8,116.23,4.552,1.7
2006/12/11,117.02,4.52,1.659
2006/12/12,117.15,4.491,1.645
2006/12/13,117.43,4.577,1.614
2006/12/14,117.61,4.595,1.631
2006/12/15,117.84,4.597,1.67
2006/12/18,118.14,4.587,1.69
2006/12/19,117.93,4.599,1.653
2006/12/20,118.39,4.595,1.62
2006/12/21,118.26,4.549,1.612
2006/12/22,118.9,4.624,1.599
2006/12/26,118.93,4.603,1.575
2006/12/27,118.76,4.654,1.645
2006/12/28,118.95,4.69,1.67
2006/12/29,119.02,4.71,1.685
2007/1/4,119.28,4.618,1.725
2007/1/5,118.77,4.646,1.719
2007/1/8,118.49,4.66,1.72
2007/1/9,119.45,4.656,1.74
2007/1/10,119.52,4.682,1.76
2007/1/11,120.49,4.737,1.74
2007/1/12,120.36,4.771,1.745
2007/1/16,120.64,4.751,1.745
2007/1/17,120.54,4.787,1.691
2007/1/18,121.32,4.751,1.719
2007/1/19,121.22,4.773,1.665
2007/1/22,121.56,4.759,1.656
2007/1/23,121.54,4.804,1.659
2007/1/24,120.77,4.81,1.665
2007/1/25,120.97,4.867,1.669
2007/1/26,121.53,4.879,1.691
2007/1/29,121.81,4.892,1.73
2007/1/30,121.7,4.875,1.715
2007/1/31,121.02,4.826,1.705
2007/2/1,120.67,4.837,1.714
2007/2/2,121.02,4.827,1.73
2007/2/5,120.34,4.808,1.725
2007/2/6,120.35,4.765,1.745
2007/2/7,120.65,4.745,1.745
2007/2/8,121.19,4.73,1.74
2007/2/9,121.59,4.784,1.7
2007/2/13,121.24,4.814,1.745
2007/2/14,120.8,4.73,1.735
2007/2/15,119.49,4.706,1.75
2007/2/16,119.23,4.69,1.71
2007/2/20,120.1,4.68,1.711
2007/2/21,120.99,4.692,1.699
2007/2/22,121.3,4.73,1.666
2007/2/23,121.1,4.678,1.68
2007/2/26,120.76,4.631,1.665
2007/2/27,118.67,4.513,1.645
2007/2/28,118.33,4.55,1.636
2007/3/1,117.53,4.556,1.655
2007/3/2,116.82,4.515,1.674
2007/3/5,116.01,4.518,1.629
2007/3/6,116.5,4.528,1.634
2007/3/7,116.41,4.497,1.63
2007/3/8,117.35,4.509,1.625
2007/3/9,118.15,4.589,1.615
2007/3/12,117.51,4.553,1.62
2007/3/13,116.96,4.495,1.614
2007/3/14,116.33,4.522,1.575
2007/3/15,117.26,4.536,1.594
2007/3/16,116.77,4.545,1.585
2007/3/19,117.58,4.571,1.584
2007/3/20,117.32,4.547,1.57
2007/3/21,117.83,4.518,1.571
2007/3/22,117.79,4.589,1.555
2007/3/23,117.82,4.613,1.615
2007/3/26,117.84,4.587,1.655
2007/3/27,117.8,4.612,1.646
2007/3/28,116.83,4.62,1.68
2007/3/29,117.75,4.632,1.654
2007/3/30,117.56,4.648,1.659
2007/4/2,117.69,4.642,1.655
2007/4/3,118.83,4.664,1.66
2007/4/4,118.72,4.652,1.694
2007/4/5,118.66,4.674,1.68
2007/4/9,119.28,4.745,1.69
2007/4/10,119.07,4.724,1.69
2007/4/11,119.36,4.739,1.65
2007/4/12,118.99,4.737,1.675
2007/4/13,119.27,4.761,1.67
2007/4/16,119.84,4.735,1.704
2007/4/17,118.96,4.688,1.699
2007/4/18,118.27,4.654,1.714
2007/4/19,118.36,4.67,1.683
2007/4/20,118.81,4.672,1.694
2007/4/23,118.47,4.65,1.69
2007/4/24,118.52,4.622,1.68
2007/4/25,118.62,4.646,1.655
2007/4/26,119.5,4.684,1.66
2007/4/27,119.59,4.698,1.629
2007/4/30,119.44,4.63,1.66
2007/5/1,119.77,4.642,1.615
2007/5/2,120.05,4.646,1.633
2007/5/3,120.33,4.674,1.633
2007/5/4,120.16,4.64,1.635
2007/5/7,119.96,4.636,1.653
2007/5/8,119.89,4.634,1.656
2007/5/9,119.8,4.668,1.673
2007/5/10,120.37,4.648,1.675
2007/5/11,120.19,4.67,1.653
2007/5/14,120.37,4.69,1.67
2007/5/15,120.22,4.712,1.684
2007/5/16,120.74,4.708,1.671
2007/5/17,121.3,4.756,1.63
2007/5/18,121.09,4.804,1.645
2007/5/21,121.57,4.788,1.657
2007/5/22,121.47,4.831,1.644
2007/5/23,121.52,4.859,1.689
2007/5/24,121.46,4.857,1.708
2007/5/25,121.72,4.861,1.728
2007/5/29,121.79,4.882,1.759
2007/5/30,121.48,4.878,1.744
2007/5/31,121.76,4.89,1.753
2007/6/1,122.1,4.956,1.782
2007/6/4,121.72,4.929,1.804
2007/6/5,121.49,4.976,1.84
2007/6/6,121.08,4.97,1.845
2007/6/7,121.34,5.099,1.869
2007/6/8,121.62,5.118,1.898
2007/6/11,121.78,5.137,1.915
2007/6/12,121.76,5.248,1.935
2007/6/13,122.37,5.2,1.974
2007/6/14,122.97,5.217,1.965
2007/6/15,123.55,5.171,1.943
2007/6/18,123.67,5.142,1.899
2007/6/19,123.39,5.086,1.935
2007/6/20,123.6,5.123,1.9
2007/6/21,123.68,5.163,1.932
2007/6/22,124.09,5.138,1.905
2007/6/25,123.84,5.078,1.9
2007/6/26,123.49,5.101,1.889
2007/6/27,122.52,5.07,1.875
2007/6/28,123.01,5.118,1.926
2007/6/29,123.39,5.033,1.879
2007/7/2,122.32,4.998,1.894
2007/7/3,122.4,5.05,1.878
2007/7/5,122.82,5.144,1.93
2007/7/6,123.27,5.195,1.94
2007/7/9,123.34,5.159,1.954
2007/7/10,122.19,5.038,1.968
2007/7/11,122.13,5.08,1.885
2007/7/12,122.5,5.116,1.908
2007/7/13,121.99,5.107,1.94
2007/7/17,122.36,5.078,1.931
2007/7/18,121.83,5.01,1.91
2007/7/19,122.06,5.028,1.91
2007/7/20,121.15,4.956,1.891
2007/7/23,121.31,4.964,1.86
2007/7/24,120.57,4.944,1.871
2007/7/25,120.33,4.904,1.865
2007/7/26,119.14,4.777,1.865
2007/7/27,118.56,4.788,1.79
2007/7/30,118.41,4.804,1.815
2007/7/31,119.13,4.771,1.8
2007/8/1,118.71,4.757,1.764
2007/8/2,119.35,4.753,1.809
2007/8/3,118.43,4.7,1.779
2007/8/6,118.04,4.731,1.744
2007/8/7,118.48,4.743,1.73
2007/8/8,119.76,4.86,1.76
2007/8/9,118.69,4.79,1.78
2007/8/10,118,4.776,1.715
2007/8/13,118.47,4.778,1.71
2007/8/14,118.21,4.732,1.704
2007/8/15,117.19,4.706,1.645
2007/8/16,114.03,4.6,1.663
2007/8/17,113.81,4.673,1.585
2007/8/20,114.49,4.634,1.595
2007/8/21,114.42,4.59,1.568
2007/8/22,114.95,4.62,1.579
2007/8/23,115.81,4.618,1.603
2007/8/24,116.12,4.633,1.598
2007/8/27,116.05,4.596,1.623
2007/8/28,114.7,4.53,1.625
2007/8/29,115.52,4.553,1.59
2007/8/30,115.81,4.502,1.575
2007/8/31,115.83,4.537,1.613
2007/9/4,116.21,4.558,1.624
2007/9/5,115.15,4.473,1.629
2007/9/6,115.33,4.5,1.619
2007/9/7,113.57,4.368,1.595
2007/9/10,113.43,4.324,1.52
2007/9/11,113.97,4.364,1.537
2007/9/12,114.24,4.408,1.518
2007/9/13,115.37,4.482,1.534
2007/9/14,115.31,4.462,1.551
2007/9/17,114.93,4.47,1.55
2007/9/18,115.75,4.48,1.535
2007/9/19,116.21,4.524,1.595
2007/9/20,114.18,4.672,1.635
2007/9/21,115.6,4.632,1.685
2007/9/24,114.92,4.624,1.685
2007/9/25,114.48,4.614,1.694
2007/9/26,115.66,4.62,1.675
2007/9/27,115.76,4.573,1.73
2007/9/28,114.97,4.579,1.685
2007/10/1,115.91,4.557,1.67
2007/10/2,115.83,4.529,1.691
2007/10/3,116.74,4.543,1.694
2007/10/4,116.59,4.523,1.72
2007/10/5,116.83,4.64,1.704
2007/10/9,116.98,4.651,1.72
2007/10/10,117.17,4.647,1.735
2007/10/11,117.71,4.659,1.744
2007/10/12,117.5,4.687,1.71
2007/10/15,117.37,4.673,1.74
2007/10/16,116.61,4.655,1.704
2007/10/17,116.62,4.546,1.655
2007/10/18,115.64,4.503,1.644
2007/10/19,115.15,4.401,1.61
2007/10/22,114.07,4.393,1.585
2007/10/23,114.65,4.405,1.59
2007/10/24,113.94,4.331,1.575
2007/10/25,114.09,4.352,1.591
2007/10/26,114.01,4.389,1.625
2007/10/29,114.69,4.383,1.615
2007/10/30,114.72,4.383,1.619
2007/10/31,115.27,4.475,1.61
2007/11/1,114.87,4.361,1.67
2007/11/2,114.74,4.291,1.591
2007/11/5,114.54,4.318,1.585
2007/11/6,114.51,4.357,1.575
2007/11/7,113.29,4.334,1.57
2007/11/8,112.66,4.273,1.545
2007/11/9,110.9,4.225,1.535
2007/11/13,110.31,4.256,1.49
2007/11/14,111.38,4.269,1.525
2007/11/15,110.78,4.159,1.505
2007/11/16,111.05,4.15,1.475
2007/11/19,110.05,4.079,1.47
2007/11/20,110.05,4.054,1.474
2007/11/21,108.54,4.024,1.439
2007/11/23,108.17,4.012,1.425
2007/11/26,108.17,3.847,1.49
2007/11/27,108.64,3.944,1.5
2007/11/28,110.38,4.025,1.49
2007/11/29,109.94,3.94,1.494
2007/11/30,111.02,3.972,1.478
2007/12/3,110.44,3.895,1.456
2007/12/4,109.68,3.889,1.415
2007/12/5,110.85,3.911,1.499
2007/12/6,111.05,3.998,1.564
2007/12/7,111.72,4.12,1.575
2007/12/10,111.6,4.149,1.57
2007/12/11,111.77,3.99,1.59
2007/12/12,112.36,4.076,1.522
2007/12/13,112.26,4.17,1.519
2007/12/14,113.35,4.232,1.555
2007/12/17,113.2,4.193,1.558
2007/12/18,113.17,4.12,1.544
2007/12/19,113.44,4.07,1.499
2007/12/20,112.97,4.026,1.525
2007/12/21,113.95,4.168,1.56
2007/12/26,114.08,4.281,1.565
2007/12/27,114,4.199,1.559
2007/12/28,112.93,4.096,1.51
2008/1/4,108.38,3.854,1.475
2008/1/7,109.1,3.839,1.47
2008/1/8,109.29,3.84,1.47
2008/1/9,109.4,3.791,1.475
2008/1/10,109.38,3.887,1.445
2008/1/11,109.11,3.81,1.43
2008/1/15,107.07,3.701,1.43
2008/1/16,107.27,3.712,1.39
2008/1/17,107.01,3.64,1.411
2008/1/18,106.82,3.648,1.399
2008/1/22,106.76,3.484,1.325
2008/1/23,105.42,3.426,1.345
2008/1/24,106.68,3.64,1.395
2008/1/25,107.31,3.584,1.485
2008/1/28,106.65,3.586,1.415
2008/1/29,107.08,3.658,1.475
2008/1/30,107.25,3.733,1.435
2008/1/31,106.74,3.639,1.44
2008/2/1,106.3,3.6,1.434
2008/2/4,106.73,3.643,1.475
2008/2/5,106.94,3.587,1.48
2008/2/6,106.75,3.614,1.41
2008/2/7,106.82,3.736,1.43
2008/2/8,107.34,3.654,1.425
2008/2/12,107.42,3.679,1.405
2008/2/13,108.15,3.694,1.43
2008/2/14,107.97,3.818,1.47
2008/2/15,107.67,3.78,1.461
2008/2/19,107.5,3.875,1.474
2008/2/20,107.97,3.917,1.435
2008/2/21,107.6,3.784,1.494
2008/2/22,106.98,3.79,1.46
2008/2/25,107.88,3.902,1.494
2008/2/26,107.73,3.86,1.485
2008/2/27,106.38,3.85,1.48
2008/2/28,105.64,3.715,1.434
2008/2/29,104.19,3.534,1.365
2008/3/3,103.57,3.534,1.349
2008/3/4,102.67,3.579,1.374
2008/3/5,103.99,3.693,1.38
2008/3/6,103.1,3.622,1.365
2008/3/7,102.69,3.541,1.359
2008/3/10,101.8,3.438,1.34
2008/3/11,102.87,3.596,1.336
2008/3/12,102.38,3.483,1.339
2008/3/13,100.58,3.534,1.299
2008/3/14,100.2,3.421,1.274
2008/3/17,96.88,3.314,1.276
2008/3/18,98.23,3.451,1.321
2008/3/19,99.34,3.362,1.279
2008/3/20,98.79,3.328,1.272
2008/3/24,100.77,3.522,1.264
2008/3/25,100.07,3.492,1.26
2008/3/26,99.12,3.494,1.285
2008/3/27,99.87,3.534,1.279
2008/3/28,99.71,3.466,1.279
2008/3/31,99.85,3.432,1.284
2008/4/1,101.77,3.545,1.36
2008/4/2,102.77,3.583,1.385
2008/4/3,102.21,3.591,1.369
2008/4/4,101.75,3.481,1.34
2008/4/7,102.62,3.556,1.349
2008/4/8,102.55,3.558,1.335
2008/4/9,101.83,3.466,1.35
2008/4/10,101.71,3.532,1.34
2008/4/11,101.09,3.471,1.384
2008/4/14,100.87,3.503,1.345
2008/4/15,101.33,3.57,1.353
2008/4/16,101.4,3.696,1.359
2008/4/17,102.22,3.729,1.385
2008/4/18,104.56,3.743,1.405
2008/4/21,103.38,3.712,1.455
2008/4/22,102.7,3.72,1.478
2008/4/23,103.55,3.73,1.464
2008/4/24,104.2,3.827,1.499
2008/4/25,104.17,3.866,1.61
2008/4/28,104.3,3.835,1.63
2008/4/30,104.53,3.759,1.585
2008/5/1,104.04,3.749,1.585
2008/5/2,105.33,3.845,1.649
2008/5/5,105.12,3.845,1.65
2008/5/7,105.28,3.867,1.672
2008/5/8,103.87,3.805,1.67
2008/5/9,103.01,3.767,1.564
2008/5/12,103.83,3.775,1.594
2008/5/13,104.41,3.909,1.59
2008/5/14,105.2,3.938,1.681
2008/5/15,104.61,3.843,1.679
2008/5/16,103.86,3.85,1.704
2008/5/19,104.55,3.839,1.679
2008/5/20,103.66,3.776,1.655
2008/5/21,103.34,3.822,1.615
2008/5/22,104.03,3.921,1.675
2008/5/23,103.22,3.831,1.74
2008/5/27,103.98,3.921,1.77
2008/5/28,104.69,4.009,1.744
2008/5/29,105.52,4.079,1.8
2008/5/30,105.46,4.046,1.759
2008/6/2,104.41,3.971,1.788
2008/6/3,105.29,3.898,1.72
2008/6/4,104.99,3.94,1.775
2008/6/5,106,4.025,1.736
2008/6/6,105.33,3.938,1.796
2008/6/9,106.06,3.992,1.726
2008/6/10,107.19,4.099,1.809
2008/6/11,106.77,4.073,1.846
2008/6/12,107.94,4.205,1.807
2008/6/13,107.92,4.261,1.871
2008/6/16,108.19,4.245,1.885
2008/6/17,108.03,4.225,1.844
2008/6/18,108.05,4.154,1.785
2008/6/19,107.95,4.199,1.799
2008/6/20,107.42,4.137,1.765
2008/6/23,107.89,4.168,1.724
2008/6/24,107.76,4.105,1.706
2008/6/25,108.29,4.115,1.685
2008/6/26,107.29,4.033,1.656
2008/6/27,106.28,3.99,1.62
2008/6/30,106.17,3.979,1.601
2008/7/1,105.73,3.992,1.68
2008/7/2,105.87,3.959,1.665
2008/7/3,106.79,3.973,1.665
2008/7/7,107.55,3.93,1.704
2008/7/8,107.35,3.88,1.624
2008/7/9,107.12,3.834,1.62
2008/7/10,107.03,3.811,1.584
2008/7/11,106.14,3.94,1.604
2008/7/14,106.18,3.88,1.589
2008/7/15,104.78,3.844,1.555
2008/7/16,104.64,3.934,1.575
2008/7/17,105.82,4.038,1.595
2008/7/18,106.75,4.081,1.575
2008/7/22,107.11,4.097,1.62
2008/7/23,107.68,4.148,1.65
2008/7/24,107.62,4.016,1.664
2008/7/25,107.89,4.111,1.584
2008/7/28,107.49,4.018,1.575
2008/7/29,108.19,4.044,1.55
2008/7/30,108.17,4.048,1.534
2008/7/31,108.1,3.979,1.539
2008/8/1,107.59,3.948,1.52
2008/8/4,108.23,3.972,1.504
2008/8/5,108.2,4.007,1.54
2008/8/6,109.39,4.048,1.529
2008/8/7,109.44,3.935,1.525
2008/8/8,110.09,3.95,1.479
2008/8/11,110.08,4.002,1.467
2008/8/12,109.78,3.918,1.461
2008/8/13,108.71,3.947,1.455
2008/8/14,109.75,3.892,1.441
2008/8/15,110.48,3.852,1.465
2008/8/18,110.07,3.816,1.451
2008/8/19,109.68,3.842,1.441
2008/8/20,109.98,3.799,1.45
2008/8/21,108.35,3.838,1.42
2008/8/22,109.88,3.867,1.45
2008/8/25,109.11,3.791,1.435
2008/8/26,109.83,3.784,1.424
2008/8/27,109.72,3.772,1.45
2008/8/28,109.56,3.795,1.435
2008/8/29,108.69,3.813,1.415
2008/9/2,108.85,3.746,1.469
2008/9/3,108.18,3.697,1.466
2008/9/4,107.76,3.643,1.519
2008/9/5,106.96,3.66,1.467
2008/9/8,107.91,3.665,1.536
2008/9/9,107.1,3.596,1.51
2008/9/10,107.86,3.641,1.515
2008/9/11,106.66,3.622,1.511
2008/9/12,107.51,3.73,1.535
2008/9/16,105.11,3.491,1.473
2008/9/17,104.71,3.41,1.496
2008/9/18,104.85,3.437,1.5
2008/9/19,107.18,3.769,1.488
2008/9/22,106.35,3.826,1.493
2008/9/23,105.8,3.841,1.495
2008/9/24,106.03,3.771,1.49
2008/9/25,106.48,3.862,1.485
2008/9/26,106.06,3.827,1.47
2008/9/29,105.1,3.632,1.494
2008/9/30,105.94,3.827,1.472
2008/10/1,106.06,3.768,1.509
2008/10/2,105.3,3.646,1.52
2008/10/3,105.76,3.644,1.455
2008/10/6,101.26,3.426,1.381
2008/10/7,102.3,3.506,1.439
2008/10/8,99.73,3.715,1.386
2008/10/9,100.67,3.834,1.465
2008/10/10,99.44,3.861,1.529
2008/10/14,102.17,4.023,1.586
2008/10/15,101.47,4.011,1.589
2008/10/16,100.46,3.936,1.593
2008/10/17,101.4,3.938,1.589
2008/10/20,101.74,3.886,1.581
2008/10/21,100.43,3.703,1.592
2008/10/22,98.63,3.618,1.548
2008/10/23,97.6,3.534,1.51
2008/10/24,92.64,3.697,1.497
2008/10/27,93.28,3.729,1.485
2008/10/28,95.68,3.82,1.53
2008/10/29,97.48,3.874,1.504
2008/10/30,97.47,3.939,1.496
2008/10/31,98.28,3.97,1.476
2008/11/3,98.95,3.904,1.475
2008/11/4,100.48,3.765,1.514
2008/11/5,98.95,3.694,1.537
2008/11/6,98.04,3.707,1.5
2008/11/7,98.15,3.78,1.52
2008/11/10,97.96,3.76,1.535
2008/11/12,95.54,3.665,1.51
2008/11/13,95.95,3.818,1.499
2008/11/14,96.66,3.75,1.497
2008/11/17,97.03,3.684,1.486
2008/11/18,97.38,3.535,1.49
2008/11/19,96.75,3.391,1.475
2008/11/20,94.98,3.144,1.445
2008/11/21,95.42,3.167,1.401
2008/11/24,96.69,3.34,1.4
2008/11/25,95.53,3.092,1.413
2008/11/26,95.46,3.001,1.391
2008/11/28,95.46,2.957,1.399
2008/12/1,93.71,2.719,1.408
2008/12/2,93.64,2.693,1.359
2008/12/3,93.25,2.676,1.391
2008/12/4,92.78,2.57,1.378
2008/12/5,92.18,2.657,1.375
2008/12/8,92.77,2.734,1.398
2008/12/9,92.44,2.669,1.404
2008/12/10,92.94,2.684,1.42
2008/12/11,91.96,2.648,1.423
2008/12/12,91.26,2.589,1.395
2008/12/15,90.68,2.533,1.384
2008/12/16,89.98,2.363,1.375
2008/12/17,87.84,2.19,1.301
2008/12/18,89.81,2.074,1.272
2008/12/19,89.48,2.131,1.236
2008/12/22,90.07,2.141,1.224
2008/12/23,90.57,2.163,1.224
2008/12/24,90.68,2.179,1.215
2008/12/26,90.65,2.137,1.21
2008/12/29,90.2,2.096,1.209
2008/12/30,90.37,2.087,1.174
2009/1/5,93.2,2.488,1.209
2009/1/6,94.2,2.505,1.263
2009/1/7,92.7,2.494,1.26
2009/1/8,91.15,2.445,1.312
2009/1/9,90.25,2.407,1.296
2009/1/13,89.65,2.297,1.25
