Date,Yen,10USB,10JPB
2012/1/30,76.28,1.837,0.963
2012/1/31,76.34,1.799,0.967
2012/2/1,76.11,1.846,0.96
2012/2/2,76.13,1.825,0.955
2012/2/3,76.54,1.949,0.95
2012/2/6,76.54,1.901,0.967
2012/2/7,76.88,1.966,0.974
2012/2/8,76.9,1.975,0.992
2012/2/9,77.42,2.047,0.988
2012/2/10,77.57,1.969,0.979
2012/2/13,77.52,1.99,0.982
2012/2/14,78.39,1.92,0.966
2012/2/15,78.22,1.931,0.966
2012/2/16,78.77,1.993,0.948
2012/2/17,79.33,2.01,0.949
2012/2/21,79.73,2.045,0.962
2012/2/22,80.3,2.005,0.978
2012/2/23,80.21,1.984,0.978
2012/2/24,80.88,1.977,0.978
2012/2/27,80.42,1.922,0.975
2012/2/28,80.44,1.929,0.967
2012/2/29,81.1,1.977,0.963
2012/3/1,81.16,2.037,0.956
2012/3/2,81.56,1.986,0.969
2012/3/5,81.43,2.005,0.993
2012/3/6,80.86,1.944,0.993
2012/3/7,81.06,1.972,0.983
2012/3/8,81.5,2.014,0.993
2012/3/9,82.59,2.038,0.991
2012/3/12,82.21,2.031,0.985
2012/3/13,82.66,2.107,0.977
2012/3/14,83.78,2.274,1.013
2012/3/15,83.28,2.281,1.052
2012/3/16,83.34,2.298,1.048
2012/3/19,83.31,2.379,1.036
2012/3/21,83.62,2.294,1.024
2012/3/22,82.5,2.275,1.027
2012/3/23,82.35,2.237,1.028
2012/3/26,82.84,2.244,1.025
2012/3/27,83.15,2.187,1.02
2012/3/28,82.74,2.196,1.005
2012/3/29,82.28,2.16,0.999
2012/3/30,82.41,2.216,0.989
2012/4/2,82.16,2.193,1.016
2012/4/3,82.18,2.284,1.023
2012/4/4,82.62,2.243,1.036
2012/4/5,82.33,2.175,1.017
2012/4/9,81.36,2.037,0.967
2012/4/10,80.94,1.988,0.959
2012/4/11,80.88,2.028,0.948
2012/4/12,80.87,2.049,0.952
2012/4/13,80.99,1.998,0.946
2012/4/16,80.46,1.974,0.939
2012/4/17,80.72,2.009,0.937
2012/4/18,81.29,1.982,0.939
2012/4/19,81.57,1.952,0.946
2012/4/20,81.6,1.97,0.94
2012/4/23,81.16,1.93,0.923
2012/4/24,81.21,1.952,0.932
2012/4/25,81.33,1.984,0.932
2012/4/26,80.78,1.959,0.917
2012/4/27,80.48,1.933,0.901
2012/5/1,80.17,1.956,0.886
2012/5/2,80.19,1.922,0.889
2012/5/7,79.88,1.877,0.868
2012/5/8,79.79,1.837,0.868
2012/5/9,79.64,1.835,0.856
2012/5/10,79.91,1.884,0.868
2012/5/11,79.86,1.841,0.862
2012/5/14,79.83,1.788,0.855
2012/5/15,80.09,1.777,0.855
2012/5/16,80.32,1.765,0.834
2012/5/17,79.26,1.702,0.845
2012/5/18,79.14,1.702,0.828
2012/5/21,79.31,1.735,0.86
2012/5/22,79.98,1.793,0.863
2012/5/23,79.33,1.721,0.872
2012/5/24,79.47,1.759,0.858
2012/5/25,79.64,1.745,0.884
2012/5/29,79.44,1.731,0.855
2012/5/30,78.93,1.625,0.851
2012/5/31,78.29,1.581,0.821
2012/6/1,78.21,1.467,0.815
2012/6/4,78.3,1.527,0.814
2012/6/5,78.57,1.556,0.857
2012/6/6,79.11,1.651,0.847
2012/6/7,79.67,1.654,0.875
2012/6/8,79.47,1.637,0.86
2012/6/11,79.5,1.6,0.865
2012/6/12,79.44,1.66,0.852
2012/6/13,79.35,1.599,0.857
2012/6/14,79.29,1.61,0.867
2012/6/15,78.65,1.587,0.853
2012/6/18,78.95,1.584,0.842
2012/6/19,78.92,1.62,0.816
2012/6/20,79.54,1.64,0.826
2012/6/21,80.18,1.618,0.828
2012/6/22,80.52,1.672,0.825
2012/6/25,79.5,1.608,0.829
2012/6/26,79.46,1.628,0.824
2012/6/27,79.83,1.621,0.815
2012/6/28,79.35,1.577,0.81
2012/6/29,79.81,1.659,0.83
2012/7/2,79.42,1.58,0.843
2012/7/3,79.77,1.63,0.82
2012/7/5,79.95,1.597,0.815
2012/7/6,79.61,1.544,0.8
2012/7/9,79.66,1.513,0.797
2012/7/10,79.44,1.498,0.799
2012/7/11,79.7,1.498,0.794
2012/7/12,79.29,1.479,0.777
2012/7/13,79.2,1.499,0.768
2012/7/17,79.04,1.501,0.775
2012/7/18,78.79,1.479,0.768
2012/7/19,78.6,1.515,0.747
2012/7/20,78.49,1.46,0.741
2012/7/23,78.38,1.44,0.733
2012/7/24,78.19,1.404,0.733
2012/7/25,78.21,1.406,0.727
2012/7/26,78.24,1.428,0.729
2012/7/27,78.55,1.555,0.742
2012/7/30,78.2,1.504,0.772
2012/7/31,78.1,1.492,0.786
2012/8/1,78.19,1.539,0.777
2012/8/2,78.22,1.478,0.783
2012/8/3,78.6,1.577,0.742
2012/8/6,78.17,1.558,0.742
2012/8/7,78.71,1.628,0.763
2012/8/8,78.44,1.64,0.811
2012/8/9,78.64,1.688,0.789
2012/8/10,78.24,1.649,0.797
2012/8/13,78.34,1.654,0.787
2012/8/14,78.82,1.726,0.79
2012/8/15,78.89,1.805,0.823
2012/8/16,79.25,1.836,0.85
2012/8/17,79.5,1.816,0.852
2012/8/20,79.41,1.814,0.843
2012/8/21,79.43,1.805,0.834
2012/8/22,79.19,1.719,0.828
2012/8/23,78.46,1.666,0.82
2012/8/24,78.65,1.678,0.814
2012/8/27,78.67,1.649,0.815
2012/8/28,78.5,1.63,0.806
2012/8/29,78.72,1.654,0.805
2012/8/30,78.55,1.62,0.798
2012/8/31,78.3,1.56,0.8
2012/9/4,78.35,1.581,0.784
2012/9/5,78.34,1.594,0.809
2012/9/6,78.96,1.673,0.809
2012/9/7,78.14,1.661,0.819
2012/9/10,78.24,1.683,0.809
2012/9/11,77.78,1.695,0.801
2012/9/12,77.86,1.765,0.809
2012/9/13,77.41,1.756,0.829
2012/9/14,78.22,1.87,0.804
2012/9/18,78.59,1.812,0.818
2012/9/19,78.4,1.782,0.809
2012/9/20,78.3,1.777,0.807
2012/9/21,78.17,1.76,0.804
2012/9/24,77.9,1.718,0.793
2012/9/25,77.91,1.682,0.795
2012/9/26,77.78,1.618,0.785
2012/9/27,77.62,1.64,0.775
2012/9/28,77.92,1.637,0.779
2012/10/1,78,1.625,0.765
2012/10/2,78.01,1.615,0.762
2012/10/3,78.57,1.623,0.761
2012/10/4,78.44,1.665,0.774
2012/10/5,78.66,1.732,0.78
2012/10/9,78.23,1.72,0.779
2012/10/10,78.26,1.691,0.773
2012/10/11,78.44,1.675,0.769
2012/10/12,78.31,1.663,0.761
2012/10/15,78.76,1.663,0.766
2012/10/16,78.92,1.72,0.762
2012/10/17,78.74,1.811,0.773
2012/10/18,79.24,1.826,0.794
2012/10/19,79.26,1.768,0.778
2012/10/22,79.84,1.798,0.775
2012/10/23,79.79,1.764,0.788
2012/10/24,79.82,1.775,0.777
2012/10/25,80.04,1.828,0.774
2012/10/26,79.63,1.75,0.783
2012/10/31,79.94,1.69,0.778
2012/11/1,80.14,1.715,0.783
2012/11/2,80.53,1.726,0.778
2012/11/5,80.17,1.684,0.774
2012/11/6,80.28,1.742,0.768
2012/11/7,79.85,1.632,0.758
2012/11/8,79.74,1.632,0.755
2012/11/9,79.46,1.613,0.737
2012/11/13,79.42,1.589,0.737
2012/11/14,80.2,1.589,0.744
2012/11/15,81.16,1.589,0.764
2012/11/16,81.28,1.574,0.737
2012/11/19,81.18,1.611,0.743
2012/11/20,81.72,1.656,0.736
2012/11/21,82.36,1.687,0.74
2012/11/26,82.11,1.664,0.738
2012/11/27,82.23,1.645,0.736
2012/11/28,81.84,1.617,0.727
2012/11/29,82.06,1.62,0.718
2012/11/30,82.54,1.606,0.723
2012/12/3,82.24,1.628,0.713
2012/12/4,81.86,1.608,0.708
2012/12/5,82.4,1.591,0.72
2012/12/6,82.29,1.581,0.708
2012/12/7,82.37,1.627,0.695
2012/12/10,82.37,1.616,0.704
2012/12/11,82.42,1.649,0.697
2012/12/12,83.1,1.697,0.704
2012/12/13,83.54,1.728,0.719
2012/12/14,83.52,1.708,0.733
2012/12/17,83.7,1.763,0.738
2012/12/18,84,1.827,0.76
2012/12/19,84.32,1.8,0.773
2012/12/20,84.33,1.8,0.767
2012/12/21,84.1,1.754,0.762
2012/12/27,86.06,1.715,0.802
2012/12/28,86.12,1.711,0.806
2013/1/4,88.14,1.915,0.83
2013/1/7,87.68,1.903,0.841
2013/1/8,87.31,1.871,0.834
2013/1/9,87.9,1.85,0.828
2013/1/10,88.16,1.894,0.829
2013/1/11,89.22,1.875,0.819
2013/1/15,88.65,1.831,0.786
2013/1/16,88.64,1.824,0.756
2013/1/17,89.41,1.875,0.745
2013/1/18,89.9,1.843,0.751
2013/1/22,88.62,1.835,0.749
2013/1/23,88.44,1.833,0.742
2013/1/24,90.04,1.844,0.748
2013/1/25,91.04,1.947,0.736
2013/1/28,90.73,1.974,0.747
2013/1/29,90.65,1.988,0.773
2013/1/30,91.05,2.006,0.775
2013/1/31,91.28,1.985,0.753
2013/2/1,92.54,2.01,0.756
2013/2/4,92.57,1.973,0.803
2013/2/5,93.34,2.016,0.798
2013/2/6,93.56,1.968,0.784
2013/2/7,93.24,1.951,0.763
2013/2/8,92.72,1.954,0.77
2013/2/12,93.14,1.982,0.761
2013/2/13,93.39,2.019,0.748
2013/2/14,93.1,2,0.76
2013/2/15,93.64,2.01,0.749
2013/2/19,93.54,2.026,0.738
2013/2/20,93.53,2.021,0.744
2013/2/21,92.96,1.976,0.74
2013/2/22,93.35,1.967,0.728
2013/2/25,93.35,1.895,0.707
2013/2/26,91.38,1.879,0.685
2013/2/27,91.88,1.903,0.674
2013/2/28,92.36,1.888,0.669
2013/3/1,93.38,1.853,0.657
2013/3/4,93.32,1.877,0.635
2013/3/5,93.39,1.894,0.616
2013/3/6,93.64,1.938,0.682
2013/3/7,95,1.991,0.687
2013/3/8,96,2.056,0.648
2013/3/11,96.12,2.056,0.665
2013/3/12,95.96,2.023,0.652
2013/3/13,96,2.021,0.632
2013/3/14,96.16,2.033,0.631
2013/3/15,95.26,1.996,0.624
2013/3/18,94.92,1.956,0.595
2013/3/19,94.85,1.908,0.595
2013/3/21,95.06,1.932,0.588
2013/3/22,94.48,1.915,0.569
2013/3/25,94.34,1.915,0.566
2013/3/26,94.22,1.906,0.538
2013/3/27,94.38,1.851,0.529
2013/3/28,94.02,1.852,0.516
2013/4/1,93.3,1.84,0.594
2013/4/2,93.43,1.861,0.558
2013/4/3,92.96,1.812,0.558
2013/4/4,96.12,1.759,0.542
2013/4/5,96.86,1.694,0.5
2013/4/8,98.9,1.732,0.491
2013/4/9,99.02,1.747,0.521
2013/4/10,99.61,1.805,0.561
2013/4/11,99.42,1.791,0.63
2013/4/12,98.98,1.721,0.568
2013/4/15,98,1.702,0.631
2013/4/16,97.86,1.719,0.603
2013/4/17,97.74,1.704,0.607
2013/4/18,98.22,1.685,0.569
2013/4/19,99.28,1.703,0.586
2013/4/22,99.29,1.698,0.606
2013/4/23,99.43,1.698,0.591
2013/4/24,99.39,1.698,0.598
2013/4/25,99.42,1.711,0.586
2013/4/26,97.84,1.663,0.596
2013/4/30,97.52,1.675,0.598
2013/5/1,97.28,1.639,0.59
2013/5/2,97.96,1.631,0.56
2013/5/7,99,1.783,0.594
2013/5/8,98.9,1.76,0.594
2013/5/9,99.29,1.813,0.597
2013/5/10,101.74,1.9,0.7
2013/5/13,101.84,1.923,0.78
2013/5/14,102.18,1.952,0.861
2013/5/15,102.44,1.943,0.874
2013/5/16,102.22,1.865,0.844
2013/5/17,102.98,1.949,0.806
2013/5/20,102.54,1.965,0.851
2013/5/21,102.36,1.944,0.886
2013/5/22,103.52,2.026,0.904
2013/5/23,101.66,2.023,0.836
2013/5/24,100.98,2.011,0.834
2013/5/28,102.07,2.135,0.909
2013/5/29,100.91,2.124,0.942
2013/5/30,101.06,2.124,0.896
2013/5/31,100.83,2.164,0.867
2013/6/3,99.18,2.134,0.813
2013/6/4,100.15,2.137,0.88
2013/6/5,99.16,2.1,0.863
2013/6/6,97.76,2.075,0.841
2013/6/7,97.2,2.161,0.86
2013/6/10,98.88,2.215,0.841
2013/6/11,96.82,2.195,0.882
2013/6/12,95.36,2.23,0.883
2013/6/13,94.29,2.174,0.868
2013/6/14,94.34,2.126,0.82
2013/6/17,94.87,2.171,0.844
2013/6/18,95.2,2.182,0.828
2013/6/19,95.22,2.311,0.82
2013/6/20,98.18,2.419,0.841
2013/6/21,97.48,2.514,0.875
2013/6/24,97.7,2.548,0.889
2013/6/25,97.87,2.589,0.875
2013/6/26,97.43,2.539,0.871
2013/6/27,98.4,2.483,0.843
2013/6/28,99.21,2.478,0.853
2013/7/1,99.62,2.49,0.889
2013/7/2,100.43,2.469,0.896
2013/7/3,99.82,2.501,0.884
2013/7/5,100.94,2.715,0.865
2013/7/8,101.07,2.645,0.887
2013/7/9,101.08,2.63,0.87
2013/7/10,100.1,2.68,0.854
2013/7/11,98.8,2.574,0.828
2013/7/12,99.39,2.601,0.821
2013/7/16,99.37,2.532,0.826
2013/7/17,99.7,2.491,0.819
2013/7/18,100.6,2.534,0.807
2013/7/19,100.3,2.491,0.812
2013/7/22,99.6,2.488,0.79
2013/7/23,99.76,2.516,0.784
2013/7/24,100.21,2.588,0.779
2013/7/25,99.56,2.607,0.802
2013/7/26,98.24,2.561,0.792
2013/7/29,97.8,2.585,0.798
2013/7/30,98.02,2.603,0.797
2013/7/31,98.35,2.593,0.797
2013/8/1,99.3,2.723,0.798
2013/8/2,99.04,2.602,0.812
2013/8/5,98.54,2.64,0.78
2013/8/6,97.85,2.642,0.787
2013/8/7,96.72,2.6,0.755
2013/8/8,96.03,2.587,0.761
2013/8/9,96.24,2.58,0.756
2013/8/12,96.44,2.605,0.75
2013/8/13,98.06,2.715,0.745
2013/8/14,98.15,2.712,0.755
2013/8/15,97.81,2.755,0.756
2013/8/16,97.6,2.829,0.758
2013/8/19,97.94,2.884,0.77
2013/8/20,97.12,2.814,0.748
2013/8/21,97.66,2.855,0.738
2013/8/22,98.53,2.901,0.751
2013/8/23,98.57,2.818,0.779
2013/8/26,98.64,2.805,0.77
2013/8/27,97.3,2.721,0.743
2013/8/28,97.65,2.782,0.72
2013/8/29,98.46,2.751,0.716
2013/8/30,98.22,2.749,0.724
2013/9/3,99.43,2.848,0.77
2013/9/4,99.61,2.897,0.778
2013/9/5,100.08,2.979,0.781
2013/9/6,99.04,2.938,0.789
2013/9/9,99.55,2.897,0.754
2013/9/10,100.22,2.959,0.75
2013/9/11,100.08,2.92,0.738
2013/9/12,99.24,2.907,0.729
2013/9/13,99.38,2.898,0.725
2013/9/17,99.16,2.853,0.719
2013/9/18,99.04,2.708,0.712
2013/9/19,99.33,2.748,0.678
2013/9/20,99.38,2.732,0.696
2013/9/24,98.76,2.653,0.669
2013/9/25,98.62,2.614,0.676
2013/9/26,98.95,2.643,0.695
2013/9/27,98.3,2.619,0.685
2013/9/30,98.29,2.615,0.686
2013/10/1,98.05,2.646,0.668
2013/10/2,97.36,2.626,0.645
2013/10/3,97.08,2.606,0.64
2013/10/4,97.2,2.65,0.655
2013/10/7,97.02,2.634,0.645
2013/10/8,96.94,2.636,0.657
2013/10/9,97.23,2.647,0.655
2013/10/10,98.09,2.685,0.656
2013/10/11,98.42,2.678,0.655
2013/10/15,98.58,2.72,0.666
2013/10/16,98.9,2.67,0.645
2013/10/17,97.85,2.583,0.632
2013/10/18,97.77,2.592,0.62
2013/10/21,98.14,2.609,0.625
2013/10/22,98.18,2.512,0.618
2013/10/23,97.28,2.485,0.609
2013/10/24,97.36,2.52,0.609
2013/10/25,97.46,2.505,0.615
2013/10/28,97.7,2.509,0.615
2013/10/29,98.09,2.507,0.609
2013/10/30,98.14,2.527,0.59
2013/10/31,98.1,2.542,0.595
2013/11/1,98.78,2.62,0.6
2013/11/5,98.6,2.662,0.605
2013/11/6,98.6,2.638,0.615
2013/11/7,98.56,2.613,0.595
2013/11/8,99.03,2.742,0.606
2013/11/12,99.65,2.768,0.602
2013/11/13,99.31,2.725,0.606
2013/11/14,99.93,2.702,0.605
2013/11/15,100.17,2.709,0.639
2013/11/18,100.04,2.682,0.637
2013/11/19,100.14,2.71,0.621
2013/11/20,100.02,2.792,0.616
2013/11/21,100.95,2.784,0.634
2013/11/22,101.29,2.752,0.631
2013/11/25,101.7,2.741,0.643
2013/11/26,101.38,2.696,0.62
2013/11/27,102.18,2.736,0.608
2013/11/29,102.45,2.739,0.605
2013/12/2,103.04,2.801,0.615
2013/12/3,102.36,2.775,0.633
2013/12/4,102.48,2.841,0.637
2013/12/5,101.82,2.862,0.635
2013/12/6,102.88,2.883,0.675
2013/12/9,103.22,2.857,0.66
2013/12/10,102.8,2.797,0.67
2013/12/11,102.38,2.844,0.66
2013/12/12,103.11,2.877,0.663
2013/12/13,103.28,2.868,0.691
2013/12/16,102.91,2.879,0.691
2013/12/17,102.63,2.843,0.665
2013/12/18,103.18,2.885,0.66
2013/12/19,104.16,2.925,0.68
2013/12/20,104.07,2.887,0.684
2013/12/24,104.26,2.983,0.684
2013/12/26,104.72,2.99,0.718
2013/12/27,105.05,3.006,0.712
2013/12/30,105,2.976,0.744
2014/1/6,104.38,2.961,0.73
2014/1/7,104.54,2.937,0.699
2014/1/8,104.87,2.993,0.705
2014/1/9,104.74,2.963,0.702
2014/1/10,104.06,2.865,0.697
2014/1/14,103.8,2.869,0.662
2014/1/15,104.42,2.882,0.668
2014/1/16,104.32,2.845,0.673
2014/1/17,104.32,2.83,0.675
2014/1/21,104.14,2.825,0.688
2014/1/22,104.36,2.86,0.68
2014/1/23,103.65,2.775,0.656
2014/1/24,102.41,2.735,0.632
2014/1/27,102.26,2.766,0.635
2014/1/28,102.8,2.746,0.632
2014/1/29,102.2,2.675,0.626
2014/1/30,102.83,2.693,0.623
2014/1/31,102.28,2.668,0.618
2014/2/3,101.11,2.588,0.621
2014/2/4,101.62,2.626,0.608
2014/2/5,101.38,2.669,0.602
2014/2/6,101.84,2.7,0.613
2014/2/7,102.32,2.678,0.621
2014/2/10,102.14,2.678,0.606
2014/2/12,102.48,2.763,0.614
2014/2/13,102.2,2.734,0.604
2014/2/14,101.82,2.745,0.598
2014/2/18,102.31,2.711,0.606
2014/2/19,102.3,2.73,0.606
2014/2/20,102.32,2.754,0.591
2014/2/21,102.71,2.734,0.601
2014/2/24,102.44,2.746,0.597
2014/2/25,102.2,2.7,0.591
2014/2/26,102.36,2.671,0.59
2014/2/27,102.12,2.642,0.59
2014/2/28,102.08,2.655,0.586
2014/3/3,101.36,2.607,0.581
2014/3/4,102.18,2.691,0.586
2014/3/5,102.32,2.698,0.617
2014/3/6,103.03,2.739,0.618
2014/3/7,103.38,2.79,0.625
2014/3/10,103.23,2.784,0.628
2014/3/11,103.18,2.766,0.631
2014/3/12,102.74,2.726,0.63
2014/3/13,102.12,2.653,0.645
2014/3/14,101.46,2.645,0.625
2014/3/17,101.62,2.699,0.625
2014/3/18,101.37,2.681,0.62
2014/3/19,101.54,2.772,0.61
2014/3/20,102.39,2.773,0.601
2014/3/24,102.21,2.735,0.611
2014/3/25,102.32,2.735,0.611
2014/3/26,102.3,2.703,0.633
2014/3/27,102.1,2.672,0.631
2014/3/28,102.92,2.712,0.63
2014/3/31,102.98,2.723,0.647
2014/4/1,103.52,2.761,0.621
2014/4/2,103.82,2.803,0.631
2014/4/3,103.94,2.79,0.646
2014/4/4,103.39,2.726,0.649
2014/4/7,103.04,2.695,0.615
2014/4/8,102.12,2.681,0.621
2014/4/9,101.85,2.69,0.617
2014/4/10,101.43,2.628,0.611
2014/4/11,101.56,2.619,0.609
2014/4/14,101.81,2.639,0.608
2014/4/15,101.6,2.628,0.607
2014/4/16,102.3,2.639,0.611
2014/4/17,102.22,2.721,0.605
2014/4/21,102.56,2.721,0.609
2014/4/22,102.6,2.726,0.608
2014/4/23,102.26,2.684,0.618
2014/4/24,102.34,2.686,0.62
2014/4/25,102.12,2.666,0.624
2014/4/28,102.46,2.677,0.616
2014/4/30,102.14,2.65,0.624
2014/5/1,102.3,2.603,0.622
2014/5/2,102.34,2.593,0.611
2014/5/7,101.72,2.59,0.601
2014/5/8,101.66,2.6,0.609
2014/5/9,101.74,2.622,0.609
2014/5/12,102.1,2.654,0.611
2014/5/13,102.2,2.616,0.612
2014/5/14,101.75,2.543,0.604
2014/5/15,101.44,2.502,0.592
2014/5/16,101.5,2.518,0.592
2014/5/19,101.26,2.536,0.59
2014/5/20,101.26,2.505,0.592
2014/5/21,101.44,2.536,0.598
2014/5/22,101.76,2.557,0.603
2014/5/23,101.88,2.532,0.592
2014/5/27,102.14,2.516,0.594
2014/5/28,101.78,2.436,0.586
2014/5/29,101.58,2.443,0.576
2014/5/30,101.77,2.457,0.579
2014/6/2,102.3,2.534,0.586
2014/6/3,102.42,2.59,0.614
2014/6/4,102.69,2.602,0.615
2014/6/5,102.44,2.584,0.619
2014/6/6,102.5,2.599,0.599
2014/6/9,102.52,2.613,0.602
2014/6/10,102.37,2.633,0.6
2014/6/11,101.94,2.64,0.605
2014/6/12,101.83,2.586,0.602
2014/6/13,102.06,2.602,0.605
2014/6/16,101.82,2.597,0.602
2014/6/17,102.18,2.653,0.593
2014/6/18,102.16,2.613,0.6
2014/6/19,101.84,2.622,0.589
2014/6/20,102.14,2.624,0.586
2014/6/23,101.9,2.623,0.586
2014/6/24,102.13,2.586,0.58
2014/6/25,101.75,2.559,0.575
2014/6/26,101.66,2.525,0.571
2014/6/27,101.39,2.53,0.565
2014/6/30,101.28,2.52,0.568
2014/7/1,101.51,2.563,0.559
2014/7/2,101.76,2.626,0.563
2014/7/3,102.19,2.641,0.568
2014/7/7,101.84,2.616,0.567
2014/7/8,101.53,2.565,0.555
2014/7/9,101.7,2.547,0.548
2014/7/10,101.26,2.534,0.546
2014/7/11,101.33,2.521,0.537
2014/7/14,101.58,2.547,0.542
2014/7/15,101.62,2.549,0.543
2014/7/16,101.69,2.539,0.547
2014/7/17,101.3,2.475,0.537
2014/7/18,101.37,2.484,0.545
2014/7/22,101.54,2.466,0.543
2014/7/23,101.5,2.464,0.536
2014/7/24,101.82,2.509,0.528
2014/7/25,101.81,2.467,0.536
2014/7/28,101.82,2.491,0.53
2014/7/29,102.12,2.462,0.526
2014/7/30,102.9,2.554,0.531
2014/7/31,102.75,2.567,0.536
2014/8/1,102.45,2.503,0.539
2014/8/4,102.47,2.491,0.533
2014/8/5,102.77,2.483,0.52
2014/8/6,102.34,2.474,0.522
2014/8/7,102.06,2.426,0.53
2014/8/8,101.91,2.415,0.509
2014/8/11,102.14,2.42,0.517
2014/8/12,102.22,2.444,0.513
2014/8/13,102.48,2.413,0.515
2014/8/14,102.44,2.4,0.506
2014/8/15,102.19,2.347,0.505
2014/8/18,102.54,2.386,0.501
2014/8/19,102.86,2.405,0.501
2014/8/20,103.36,2.428,0.52
2014/8/21,103.78,2.405,0.531
2014/8/22,103.97,2.403,0.511
2014/8/25,103.96,2.387,0.511
2014/8/26,104.12,2.391,0.504
2014/8/27,103.98,2.363,0.497
2014/8/28,103.78,2.334,0.493
2014/8/29,104,2.338,0.497
2014/9/2,105.1,2.418,0.538
2014/9/3,104.88,2.41,0.541
2014/9/4,105.22,2.448,0.534
2014/9/5,104.94,2.462,0.545
2014/9/8,105.65,2.469,0.53
2014/9/9,106.32,2.5,0.537
2014/9/10,106.76,2.534,0.556
2014/9/11,106.87,2.533,0.566
2014/9/12,107.24,2.614,0.577
2014/9/16,106.91,2.589,0.581
2014/9/17,107.58,2.603,0.556
2014/9/18,108.69,2.629,0.568
2014/9/19,108.96,2.587,0.563
2014/9/22,108.88,2.567,0.542
2014/9/24,108.92,2.569,0.529
2014/9/25,108.7,2.511,0.53
2014/9/26,109.32,2.533,0.525
2014/9/29,109.34,2.493,0.524
2014/9/30,109.66,2.508,0.53
2014/10/1,109.3,2.403,0.531
2014/10/2,108.1,2.439,0.524
2014/10/3,109.7,2.447,0.52
2014/10/6,109.08,2.427,0.525
2014/10/7,108.3,2.353,0.513
2014/10/8,108.41,2.332,0.51
2014/10/9,108,2.33,0.495
2014/10/10,107.83,2.307,0.503
2014/10/14,107.15,2.211,0.496
2014/10/15,106.06,2.097,0.49
2014/10/16,105.98,2.15,0.495
2014/10/17,106.72,2.195,0.475
2014/10/20,106.87,2.181,0.488
2014/10/21,106.7,2.206,0.482
2014/10/22,107.32,2.231,0.484
2014/10/23,108.16,2.275,0.485
2014/10/24,108.06,2.276,0.467
2014/10/27,107.71,2.259,0.475
2014/10/28,108,2.284,0.457
2014/10/29,108.1,2.323,0.462
2014/10/30,108.94,2.305,0.47
2014/10/31,112.09,2.328,0.457
2014/11/4,113.44,2.342,0.445
2014/11/5,114.62,2.35,0.47
2014/11/6,114.87,2.373,0.47
2014/11/7,114.73,2.312,0.48
2014/11/10,114.78,2.359,0.465
2014/11/12,115.42,2.36,0.526
2014/11/13,115.63,2.347,0.505
2014/11/14,116.52,2.319,0.484
2014/11/17,116.44,2.34,0.48
2014/11/18,116.76,2.324,0.507
2014/11/19,117.7,2.351,0.48
2014/11/20,118.14,2.336,0.471
2014/11/21,117.74,2.315,0.46
2014/11/25,117.99,2.26,0.45
2014/11/26,117.6,2.23,0.435
2014/11/28,118.7,2.194,0.42
2014/12/1,118.14,2.218,0.422
2014/12/2,119.1,2.287,0.455
2014/12/3,119.82,2.287,0.436
2014/12/4,119.67,2.259,0.435
2014/12/5,121.38,2.31,0.435
2014/12/8,120.89,2.257,0.44
2014/12/9,118.87,2.224,0.42
2014/12/10,118.5,2.17,0.41
2014/12/11,119.4,2.179,0.41
2014/12/12,118.22,2.103,0.395
2014/12/15,117.75,2.116,0.385
2014/12/16,117.28,2.07,0.365
2014/12/17,117.64,2.13,0.362
2014/12/18,118.84,2.204,0.347
2014/12/19,119.56,2.176,0.352
2014/12/22,119.84,2.162,0.34
2014/12/24,120.45,2.264,0.335
2014/12/29,120.57,2.213,0.325
2014/12/30,119.34,2.192,0.33
2015/1/5,119.64,2.039,0.33
2015/1/6,118.26,1.964,0.295
2015/1/7,119.52,1.954,0.305
2015/1/8,119.51,2.016,0.29
2015/1/9,118.66,1.969,0.285
2015/1/13,118.16,1.891,0.264
2015/1/14,116.78,1.84,0.26
2015/1/15,116.95,1.775,0.253
2015/1/16,117.45,1.814,0.259
2015/1/20,118.48,1.807,0.225
2015/1/21,117.86,1.853,0.247
2015/1/22,117.92,1.894,0.325
2015/1/23,117.8,1.817,0.245
2015/1/26,118.38,1.83,0.224
2015/1/27,117.62,1.825,0.262
2015/1/28,117.74,1.731,0.295
2015/1/29,118.31,1.75,0.295
2015/1/30,117.44,1.671,0.29
2015/2/2,117.33,1.673,0.287
2015/2/3,117.48,1.783,0.365
2015/2/4,117.58,1.793,0.385
2015/2/5,117.4,1.815,0.365
2015/2/6,119.16,1.939,0.337
2015/2/9,118.7,1.981,0.359
2015/2/10,119.32,1.997,0.394
2015/2/12,118.72,1.988,0.392
2015/2/13,118.7,2.05,0.425
2015/2/17,118.99,2.141,0.4
2015/2/18,119.19,2.08,0.42
2015/2/19,118.84,2.115,0.4
2015/2/20,118.68,2.113,0.388
2015/2/23,118.88,2.061,0.382
2015/2/24,119.13,1.981,0.375
2015/2/25,118.88,1.97,0.342
2015/2/26,119.36,2.033,0.339
2015/2/27,119.72,1.993,0.338
2015/3/2,120.06,2.086,0.35
2015/3/3,119.47,2.119,0.41
2015/3/4,119.76,2.119,0.415
2015/3/5,120.22,2.119,0.404
2015/3/6,120.93,2.241,0.395
2015/3/9,121.17,2.192,0.427
2015/3/10,121.2,2.121,0.467
2015/3/11,121.5,2.109,0.417
2015/3/12,121.28,2.11,0.377
2015/3/13,121.17,2.118,0.41
2015/3/16,121.3,2.074,0.418
