Date,Tesla,Nasdaq,GM,DJI,Mon,Tue,Wed,Thr,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov
2019/2/25,1.377797458,0.357486832,0.37967607,0.231025042,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019/2/26,-0.304749473,-0.068304022,-0.076017526,-0.130193412,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019/2/27,5.667437164,0.069013021,-0.27630147,-0.279453741,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2019/2/28,1.632773666,-0.290952027,-1.297394087,-0.266151911,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2019/3/1,-7.84326598,0.833982739,0.125594427,0.425682976,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019/3/4,-3.19905153,-0.234090595,-0.709736904,-0.794080761,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019/3/5,-3.090832632,-0.01596818,0.080983026,-0.05042671,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019/3/6,-0.108483402,-0.929734068,-1.554964558,-0.516030183,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2019/3/7,0.126520417,-1.12524514,-0.654551034,-0.77991046,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2019/3/8,2.730038559,-0.179479509,-0.13458579,-0.090251609,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019/3/11,2.386143475,2.023719854,1.660563481,0.788361917,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019/3/12,-2.598648084,0.436223052,0,-0.375113836,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019/3/13,1.976104644,0.690024937,0.470500029,0.580050762,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2019/3/14,0.346241694,-0.163539572,-1.986205256,0.027428822,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2019/3/15,-5.011199801,0.755086877,0.101515841,0.540374657,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019/3/18,-2.156627818,0.337515754,-0.235895203,0.252351457,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019/3/19,-0.749749527,0.122756168,0.764328747,-0.10310989,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019/3/20,2.292037036,0.064992653,-3.318402123,-0.547409587,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2019/3/21,0.153508772,1.423087423,0.948171,0.842238714,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2019/3/22,-3.463433326,-2.504031147,-2.438044733,-1.772517372,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019/3/25,-1.55370195,-0.067123139,0.851031977,0.056896784,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019/3/26,2.822369293,0.706772076,0.324008918,0.552184578,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019/3/27,2.636782755,-0.625884091,-0.705111059,-0.125264394,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2019/3/28,1.379216243,0.337416169,1.232247045,0.358508819,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2019/3/29,0.444690897,0.784309123,0.107287633,0.821309725,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019/4/1,3.330599819,1.288470396,1.778952875,1.271719193,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/4/2,-1.141155783,0.252653307,0.130026728,-0.301960286,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/4/3,2.074118382,0.597042309,1.538593872,0.148973629,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2019/4/4,-8.234810322,-0.047748415,1.041976942,0.635056734,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2019/4/5,2.68149227,0.594415962,0.382418486,0.152967845,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/4/8,-0.640455629,0.191341393,0.310912099,-0.317767386,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/4/9,-0.325586247,-0.560732624,-0.513536743,-0.722978837,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/4/10,1.377106974,0.694879939,1.005377854,0.025161966,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2019/4/11,-2.767333188,-0.211947405,0.202067719,-0.053943165,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2019/4/12,-0.268235846,0.463046848,0.966688718,1.029910435,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/4/15,-0.493088358,-0.102077113,-0.352432684,-0.104231741,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/4/16,2.620124221,0.303660602,0.226948549,0.25730753,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/4/17,-0.779192274,-0.051873509,0.832200278,-0.011794655,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2019/4/18,0.748257936,0.024762133,0.77574899,0.41588625,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2019/4/22,-3.845794931,0.21517718,-1.985229228,-0.182570933,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/4/23,0.437296979,1.316861441,0.835566557,0.548224231,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/4/24,-1.985414902,-0.231503715,-0.277882404,-0.222610789,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2019/4/25,-4.287288332,0.205627732,-1.53829087,-0.507462294,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2019/4/26,-5.02099402,0.341434815,1.460923123,0.307043135,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/4/29,2.692013269,0.189654326,0.834161767,0.041667718,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/4/30,-1.151074668,-0.814276175,-2.652217348,0.14506076,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2019/5/1,-1.960698059,-0.565136454,-0.514458714,-0.612080438,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2019/5/2,4.311345004,-0.159882926,-1.291173238,-0.462918471,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2019/5/3,4.477887091,1.583098683,1.444381969,0.749435813,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019/5/6,0.121750382,-0.498652621,-1.832900276,-0.250783344,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019/5/7,-3.242728827,-1.963859471,1.151562225,-1.7905341,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2019/5/8,-0.898565331,-0.256662682,-0.826678067,0.008626968,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2019/5/9,-1.168311615,-0.412044334,-1.648467809,-0.535172465,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2019/5/10,-1.016612943,0.080272142,0.820182405,0.441414012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019/5/13,-5.222945892,-3.409398076,-3.506289613,-2.379813409,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019/5/14,2.334478657,1.143844269,1.311092491,0.817611379,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2019/5/15,-0.154965682,1.133364967,0.89390665,0.45421343,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2019/5/16,-1.560468981,0.970321459,0.022458473,0.836945698,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2019/5/17,-7.576533964,-1.035192231,-1.014333708,-0.381553652,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019/5/20,-2.686815413,-1.457404984,-0.079108765,-0.326424468,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019/5/21,-0.136589071,1.082068842,0.429341657,0.768811405,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2019/5/22,-6.021796372,-0.447999671,-4.255848189,-0.38922099,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2019/5/23,1.432051492,-1.581247968,-1.175147779,-1.11007615,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2019/5/24,-2.48605431,0.114442574,-0.0295638,0.37355137,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019/5/28,-1.012692093,-0.388371889,-0.773366789,-0.929894797,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2019/5/29,0.614467409,-0.789236725,-0.170690076,-0.873291812,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2019/5/30,-0.863533297,0.270427477,0.087149517,0.173005216,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2019/5/31,-1.625757093,-1.513930219,-4.250338201,-1.409780261,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019/6/3,-3.343324692,-1.611801721,1.080882075,0.019101319,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019/6/4,8.175135987,2.646931278,6.021523452,2.064482441,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2019/6/5,1.544159235,0.642476804,0.30654131,0.818682008,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2019/6/6,4.761178086,0.52894338,-0.760498569,0.709056574,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2019/6/7,-0.70429716,1.661731589,0.851867146,1.023612924,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019/6/10,4.098054029,1.047131915,1.467061315,0.303033335,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019/6/11,1.982102593,-0.007669525,0.528069548,-0.054368929,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2019/6/12,-3.610786759,-0.381588148,-1.464060833,-0.167687135,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2019/6/13,2.222110718,0.569890873,0.978902954,0.392004101,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2019/6/14,0.471926343,-0.516388014,-0.998230619,-0.065730077,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019/6/17,4.704075935,0.620265601,1.34449134,0.087851064,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019/6/18,-0.128649513,1.387631899,1.549822069,1.35187973,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2019/6/19,0.751533435,0.420423743,0.219478738,0.145321048,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2019/6/20,-3.007558644,0.80152041,0.491616832,0.940122246,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2019/6/21,1.020401194,-0.243810347,-0.111771694,-0.127237258,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019/6/24,0.80185522,-0.323841374,0.111896763,0.031475576,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019/6/25,-1.73448787,-1.511173289,1.945894637,-0.670918461,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2019/6/26,-0.223197526,0.320239653,1.192798034,-0.042940732,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2019/6/27,1.628129703,0.730596955,0.498717816,-0.038587894,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2019/6/28,0.278002154,0.482996476,0.54770921,0.276628197,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019/7/1,1.660703617,1.060622184,0.573820839,0.441617205,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019/7/2,-1.153538862,0.221599869,-1.061270846,0.259194092,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2019/7/3,4.609218437,0.753968694,-0.469184869,0.669437198,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2019/7/5,-0.766283525,-0.103301865,0.888118793,-0.16272343,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019/7/8,-1.184041184,-0.776912908,-0.697769725,-0.430798169,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019/7/9,-0.121776504,0.535292244,-0.391791653,-0.084495567,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2019/7/10,3.851394965,0.746770035,0.051517588,0.286407783,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2019/7/11,-0.13372677,-0.079121929,0.865267781,0.848392789,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2019/7/12,2.715836723,0.586990791,2.030089404,0.900580624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019/7/15,3.435401837,0.170302578,0.382002721,0.099260831,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019/7/16,-0.442011834,-0.428544269,0.181176142,-0.086004102,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2019/7/17,0.983043393,-0.457143552,-0.686539818,-0.423549777,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2019/7/18,-0.517930397,0.26914398,-0.102844662,0.011462223,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2019/7/19,1.829885166,-0.740200116,0.921778816,-0.252617551,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019/7/22,-0.968510342,0.707666737,0.960421081,0.065183287,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019/7/23,1.756495926,0.576050628,2.13121115,0.652475535,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2019/7/24,1.810351289,0.849552803,0.418673554,-0.289661229,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2019/7/25,-13.61368617,-0.996935649,-0.315869925,-0.473011155,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2019/7/26,-0.340878549,1.112697153,0.050434424,0.189639431,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019/7/29,3.389529491,-0.442725934,-0.223021638,0.1062795,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019/7/30,2.75289477,-0.237781446,-0.614425214,-0.085704787,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2019/7/31,-0.268719003,-1.186785454,-0.222334616,-1.227111385,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2019/8/1,-3.211587293,-0.786503935,-0.471391041,-1.045440654,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2019/8/2,0.20974984,-1.319793074,-0.921394501,-0.37019315,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019/8/5,-2.569338207,-3.473607802,-1.937945053,-2.896997207,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019/8/6,1.064298056,1.387903764,0.182803195,1.212314923,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2019/8/7,1.157098932,0.377364753,0.793357787,-0.086248229,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2019/8/8,2.091084935,2.242576782,1.804800152,1.426996582,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2019/8/9,-1.381029415,-0.995377627,-1.226649273,-0.344034219,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019/8/12,-2.553088279,-1.202768138,-1.828625936,-1.445823557,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019/8/13,2.616048679,1.945084893,0.318722973,1.437969196,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2019/8/14,-6.545092457,-3.024065785,-4.664807591,-3.046014998,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2019/8/15,-1.811997569,-0.094160747,-1.933666962,0.39235587,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2019/8/16,1.994296049,1.665718163,1.450384938,1.198699422,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019/8/19,3.132438091,1.352838593,0.974888554,0.964922752,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019/8/20,-0.427853459,-0.677886892,-1.067719476,-0.663266731,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2019/8/21,-2.226826855,0.901421138,0.430798437,0.925529342,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2019/8/22,0.597744872,-0.359342212,0.37582106,0.188949777,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2019/8/23,-4.839297772,-2.998477111,-3.220126978,-2.374425954,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019/8/26,1.702936857,1.315441506,0.527342963,1.05322507,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019/8/27,-0.427675413,-0.341111369,-0.994748507,-0.46693229,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2019/8/28,0.705577354,0.382396719,1.534590467,1.001633182,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2019/8/29,2.838715064,1.482904155,1.287222346,1.252683774,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2019/8/30,1.759050654,-0.131813444,0.487084663,0.155639219,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019/9/3,-0.265945069,-1.114169748,-0.484723649,-1.080396072,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2019/9/4,-1.924576853,1.304520101,3.606170114,0.909142424,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2019/9/5,4.032762371,1.754445347,2.296909948,1.414051808,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2019/9/6,-0.927783186,-0.169524309,0.129487622,0.259314618,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019/9/9,1.908555526,-0.192889855,2.062762682,0.141991069,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019/9/10,1.617840248,-0.040556715,0,0.275455916,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2019/9/11,4.907436301,1.057871195,-0.305082281,0.845837314,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2019/9/12,-0.497775188,0.303439058,-0.987584871,0.167335863,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2019/9/13,-0.272095563,-0.216731527,-0.534227658,0.136374757,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019/9/16,-0.975120361,-0.283365804,-4.248910468,-0.524256122,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019/9/17,0.815454091,0.39835458,2.902973677,0.125494796,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2019/9/18,-0.530660016,-0.105423637,-0.28557012,0.133821208,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2019/9/19,1.277051877,0.067136336,-1.047846169,-0.192617401,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2019/9/20,-2.425182482,-0.79690769,-1.08859155,-0.589486023,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019/9/23,0.253720085,-0.064180978,-0.344856983,0.055392468,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019/9/24,-7.469842059,-1.464783802,-1.261124526,-0.527718192,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2019/9/25,2.459561714,1.047709238,0.921172147,0.607808855,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2019/9/26,6.060327809,-0.578405374,1.350868594,-0.295097904,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2019/9/27,-0.177481494,-1.133530743,-0.506039964,-0.263544248,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019/9/30,-0.520381613,0.752024968,0.158461196,0.360101043,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019/10/1,1.586125296,-1.133193772,-3.65474467,-1.27723064,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2019/10/2,-0.637540076,-1.560814749,-3.96072572,-1.860607593,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2019/10/3,-4.154558971,1.117754728,0.867070865,0.46942668,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2019/10/4,-0.686179218,1.399850361,-0.201537088,1.422386287,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019/10/7,2.717662538,-0.327968661,-0.45746516,-0.360130234,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019/10/8,0.979934377,-1.665474738,-2.505145737,-1.185813743,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2019/10/9,1.866490036,1.022012378,0.769853764,0.695496567,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2019/10/10,0.085879033,0.595161278,1.522225333,0.571851297,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2019/10/11,1.287080167,1.336472648,2.624025997,1.207397005,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019/10/14,3.659082658,-0.104132535,-0.195309114,-0.10899969,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019/10/15,0.361923331,1.243189852,2.141025121,0.886388207,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2019/10/16,0.721236339,-0.301029243,1.074997591,-0.084440958,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2019/10/17,0.854666305,0.402132892,-1.256200386,0.088512028,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2019/10/18,-1.916437156,-0.825196001,-0.053670159,-0.946056151,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019/10/21,-1.342673672,0.907962628,-0.662003284,0.214566944,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019/10/22,0.820710059,-0.718976747,1.056539447,-0.147385309,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2019/10/23,-0.352139541,0.191133102,0.822752925,0.171158089,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2019/10/24,17.66919729,0.812952059,-2.154769491,-0.10591061,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2019/10/25,9.493110162,0.700236996,2.567729238,0.569024377,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019/10/28,-0.127998245,1.005323227,-0.273001648,0.492097725,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019/10/29,-3.506154079,-0.590200084,4.283218009,-0.071242108,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2019/10/30,-0.382329363,0.327781704,-0.781598808,0.425799607,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2019/10/31,-0.028570476,-0.1399329,-1.978064278,-0.516649875,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2019/11/1,-0.511557679,1.134055926,2.17755027,1.113389925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019/11/4,1.328079742,0.558046361,1.107252763,0.419601746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019/11/5,-0.078904969,0.017549685,-0.41813451,0.111134942,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2019/11/6,2.95063363,-0.285132335,0.497846786,-0.000254614,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2019/11/7,2.743431931,0.284045309,0.18081925,0.662870246,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2019/11/8,0.476993022,0.48360784,0.470456305,0.023270268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019/11/11,2.358070831,-0.130142732,0.127029009,0.037028688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019/11/12,1.402677562,0.25767106,-0.335483186,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2019/11/13,-1.091788227,-0.04701812,-3.626839518,0.332593154,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2019/11/14,0.936118575,-0.036311762,-1.050604194,-0.005866772,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2019/11/15,0.807213396,0.728975754,0.244634654,0.802427187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019/11/18,-0.618877247,0.106664106,-0.732112959,0.111873319,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019/11/19,2.72278819,0.242340882,-0.653882745,-0.364528456,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2019/11/20,-2.030624166,-0.512562626,-3.023138222,-0.404274072,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2019/11/21,0.741015191,-0.240654976,-1.728221007,-0.196972872,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2019/11/22,-6.140695743,0.160823681,1.902966494,0.39375084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019/11/25,0.99087048,1.321613307,1.35839529,0.684648449,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019/11/26,-2.206246349,0.17885917,0.279804166,0.196711592,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2019/11/27,0.647573878,0.662008134,0.638176703,0.150488875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2019/11/29,-0.335296783,-0.456153692,-0.385027711,-0.399765658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019/12/2,1.494362611,-1.124935967,-0.335132697,-0.956707702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/12/3,0.396869835,-0.552638367,-0.975267447,-1.008636924,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/12/4,-0.942743817,0.540217636,0.760130738,0.53438176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019/12/5,-0.798576705,0.047042783,-0.311461198,0.101302795,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019/12/6,1.670851362,1.001435122,0.653664408,1.218558274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/12/9,1.083388783,-0.40085346,-0.450016164,-0.376440386,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/12/10,2.742177042,-0.065531332,-0.763858953,-0.099893943,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/12/11,1.106381149,0.439521923,0.368941711,0.106091016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019/12/12,1.979305329,0.731102778,2.441529664,0.79089831,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019/12/13,-0.358651637,0.201438057,-1.247718618,0.011837033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/12/16,6.447994576,0.908426905,1.291719193,0.357237045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/12/17,-0.657799027,0.103582502,0.552447296,0.110745579,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/12/18,3.736246339,0.049527618,2.754061085,-0.098630354,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019/12/19,2.769935139,0.673899179,-0.13299032,0.487547841,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019/12/20,0.383501634,0.424654729,-0.027015522,0.275328999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/12/23,3.360663923,0.231821767,-1.287814891,0.338920032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/12/24,1.438385573,0.080821405,-0.517643285,-0.126368009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/12/26,1.337918871,0.776398209,-0.274066271,0.371517896,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019/12/27,-0.12983261,-0.17478739,0.219075146,0.083399164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/12/30,-3.643175798,-0.673171512,-0.326503823,-0.639268067,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/12/31,0.87533051,0.29749642,0.438624638,0.268075415,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/1/2,2.851692621,1.332790347,2.129651494,1.157596561,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2020/1/3,2.963324501,-0.785509322,-2.834907829,-0.810286538,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020/1/6,1.925577301,0.562036278,-1.321355285,0.239218743,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020/1/7,3.880050627,-0.031858122,-1.926017549,-0.417024058,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020/1/8,4.920260819,0.668902959,-1.422620769,0.56469286,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
